ISP,State-Physical,Street Address-Line 1,Street Address-Line 2,School Level-Original,Provision 1 (Y/N),Provision 2 (Y/N),Provision 3 (Y/N),Universal Free (Y/N),Claim Month,Claim Year,Enrollment-Paid,Enrollment-Free and Reduced,Lunch Meals-Free and Reduced,Breakfast Meals-Free and Reduced,Operating Days-Breakfast Only,Operating Days-Lunch Only,Breakfast Delivery Model from Campaign Tracking Data-Original,Breakfast Delivery Model from Other Source-Original,"Breakfast Delivery Model from Other Source, Note Source Here",BAB Implementation Date from Campaign Tracking Data,BAB Implementation Date from State Agency Tracking,BAB Implementation Date from Other Source,"BAB Implementation Date Other Source, Note Source Here",State-Reporting,FR Lunch Meals,FR Lunch ADP,FR Breakfast Meals,FR Breakfast ADP,Unique ID,NCES ID,School Year,Target Area,FR Enrollment,FR Enrollment Percentage,School Level-Standardized,School Type-Standardized,Breakfast Delivery Model from Grants Data-Standardized,Breakfast Delivery Model from Innovations Data-Standardized,Breakfast Delivery Model from Campaign Tracking Data-Standardized,Breakfast Delivery Model from State Agency Tracking-Standardized,Breakfast Delivery Model from Other Source-Standardized,BAB Implementation Date from Grants Data,District ID,District Name,School Name,School Type-Original,School ID,County,City,Zip Code,CEP (Y/N),Claim Date,Operating Days,Breakfast Delivery Model from State Agency Tracking-Original,Enrollment-Total,Enrollment-Free,Enrollment-Reduced,Lunch Meals-Free,Lunch Meals-Reduced,Lunch Meals-Paid,Breakfast Meals-Free,Breakfast Meals-Reduced,Breakfast Meals-Paid
,,,,,,,,,11,2018,,,,,16,16,,,,,,,,KS,1217,76.0625,459,28.6875,KS@5112@D0383,200918001639,SY18-19,,98,0.165261383,,Public,,,,Cafeteria,,,D0383,Manhattan,Amanda Arnold Elementary School,Public School,5112,Riley,Manhattan,66503,N,11/1/2018,16,Traditional,593,75,23,974,243,3552,431,28,664
,,,,,,,,,2,2019,,,,,17,17,,,,,,,,KS,2191,128.882352941,474,27.882352941,KS@2981@D0108,200002801828,SY18-19,,170,0.497076023,,Public,,,,Cafeteria,,,D0108,Washington County,Washington County High School,Public School,2981,Washington,Washington,66968,N,2/1/2019,17,Traditional,342,109,61,1499,692,1947,351,123,90
,,,,,,,,,5,2019,,,,,10,10,,,,,,,,KS,240,24,218,21.8,KS@911@D0234,,SY18-19,,62,0.815789474,,Public,,,,Cafeteria,,,D0234,Fort Scott,Fort Scott Preschool Center,Public School,911,Bourbon,Fort Scott,66701,N,5/1/2019,10,Traditional,76,51,11,206,34,29,163,55,31
,,,,,,,,,1,2019,,,,,19,19,,,,,,,,KS,5750,302.631578947,1920,101.052631579,KS@356@D0210,200756000055,SY18-19,,402,0.675630252,,Public,,,,Second Chance,,,D0210,Hugoton Public Schools,Hugoton Elementary School,Public School,356,Stevens,Hugoton,67951,N,1/1/2019,19,"Traditional Second Chance,",595,306,96,4475,1275,2327,1717,203,312
,,,,,,,,,10,2018,,,,,18,18,,,,,,,,KS,292,16.222222222,39,2.166666667,KS@294@D0207,200633000049,SY18-19,,21,0.072413793,,Public,,,,Cafeteria,,,D0207,Ft. Leavenworth Schools,Patton Jr. High School,Public School,294,Leavenworth,Fort Leavenworth,66027-1251,N,10/1/2018,18,Traditional,290,5,16,86,206,2225,21,18,123
,,,,,,,,,3,2019,,,,,15,15,,,,,,,,KS,2907,193.8,1254,83.6,KS@8022@D0491,200609001964,SY18-19,,271,0.324940048,,Public,,,,Cafeteria,,,D0491,Eudora,Eudora Elementary School,Public School,8022,Douglas,Eudora,66025,N,3/1/2019,15,Traditional,834,197,74,2084,823,4827,1008,246,532
,,,,,,,,,1,2019,,,,,18,18,,,,,,,,KS,627,34.833333333,288,16,KS@3600@D0327,200587000612,SY18-19,,41,0.372727273,,Public,,,,Cafeteria,,,D0327,Ellsworth,Kanopolis Middle,Public School,3600,Ellsworth,Kanopolis,67454,N,1/1/2019,18,Traditional,110,25,16,397,230,653,236,52,98
,,,,,,,,,10,2018,,,,,21,21,,,,,,,,KS,855,40.714285714,0,0,KS@3154@X0760,,SY18-19,,48,0.200836820,,Nonpublic,,,,,,,X0760,Trinity Catholic Jr/Sr HS,Trinity Catholic Jr/Sr High School,Private School,3154,Reno,Hutchinson,67501,N,10/1/2018,21,NULL,239,43,5,760,95,2021,0,0,0
,,,,,,,,,5,2019,,,,,17,17,,,,,,,,KS,2724,160.235294118,2226,130.941176471,KS@4092@D0346,200775000695,SY18-19,,188,0.573170732,,Public,,,,Second Chance,,,D0346,Jayhawk,Jayhawk  Elementary School,Public School,4092,Linn,Mound City,66056-0305,N,5/1/2019,17,"Traditional Second Chance,",328,160,28,2340,384,1808,1923,303,766
,,,,,,,,,12,2018,,,,,13,13,,,,,,,,KS,344,26.461538462,39,3,KS@765@D0229,201200001715,SY18-19,,33,0.072687225,,Public,,,,Cafeteria,,,D0229,Blue Valley,Liberty View Elementary,Public School,765,Johnson,Olathe,66062-3477,N,12/1/2018,13,Traditional,454,23,10,238,106,2624,37,2,101
,,,,,,,,,3,2019,,,,,15,15,,,,,,,,KS,2396,159.733333333,1870,124.666666667,KS@5354@D0393,201176000883,SY18-19,,198,0.572254335,,Public,,,,Cafeteria,,,D0393,Solomon,Solomon Elementary School,Public School,5354,Dickinson,Solomon,67480-0247,N,3/1/2019,15,Traditional,346,155,43,1926,470,1144,1533,337,425
,,,,,,,,,10,2018,,,,,21,21,,,,,,,,KS,340,16.190476190,0,0,KS@646@X0861,,SY18-19,,17,0.188888889,,Nonpublic,,,,,,,X0861,St John's School,St. John Elem,Private School,646,Washington,Hanover,66945,N,10/1/2018,21,NULL,90,10,7,210,130,1345,0,0,0
,,,,,,,,,4,2019,,,,,20,20,,,,,,,,KS,4046,202.3,1780,89,KS@1800@D0259,201299000324,SY18-19,,246,0.851211073,,Public,,,,Cafeteria,,,D0259,Wichita,Woodland Health  Wellness Magnet Elementary School,Public School,1800,Sedgwick,Wichita,67203-2897,N,4/1/2019,20,Traditional,289,223,23,3661,385,631,1664,116,189
,,,,,,,,,8,2018,,,,,7,7,,,,,,,,KS,319,45.571428571,112,16,KS@2489@D0284,200525002024,SY18-19,,57,0.367741935,,Public,,,,Cafeteria,,,D0284,Chase County,Chase County Junior/Senior High School,Public School,2489,Chase,Cottonwood Falls,66845,N,8/1/2018,7,Traditional,155,46,11,254,65,436,83,29,31
,,,,,,,,,5,2019,,,,,12,12,,,,,,,,KS,997,83.083333333,1074,89.5,KS@238@D0205,200855000037,SY18-19,,132,0.492537313,,Public,,,,Cafeteria,,,D0205,Bluestem,BlueStem-Leon Elem,Public School,238,Butler,Leon,67074,N,5/1/2019,12,Traditional,268,119,13,901,96,466,984,90,201
,,,,,,,,,9,2018,,,,,19,19,,,,,,,,KS,497,26.157894737,215,11.315789474,KS@6206@D0426,200531001021,SY18-19,,31,0.508196721,,Public,,,,Cafeteria,,,D0426,Pike Valley,Pike Valley High,Public School,6206,Republic,Scandia,66966,N,9/1/2018,19,Traditional,61,17,14,253,244,498,137,78,146
,,,,,,,,,3,2019,,,,,15,15,,,,,,,,KS,1441,96.066666667,286,19.066666667,KS@875@D0233,201014001670,SY18-19,,125,0.327225131,,Public,,,,Cafeteria,,,D0233,Olathe,Heritage Elementary School,Public School,875,Johnson,Olathe,66062-3200,N,3/1/2019,15,Traditional,382,72,53,848,593,2067,185,101,87
,,,,,,,,,9,2018,,,,,19,19,,,,,,,,KS,4161,219,977,51.421052632,KS@2994@D0305,201137000509,SY18-19,,258,0.602803738,,Public,,,,Cafeteria,,,D0305,Salina,Heusner Elementary School,Public School,2994,Saline,Salina,67401,N,9/1/2018,19,Traditional,428,199,59,3224,937,1870,796,181,153
,,,,,,,,,10,2018,,,,,19,19,,,,,,,,KS,3944,207.578947368,3386,178.210526316,KS@870@D0233,201014000141,SY18-19,,267,0.570512821,,Public,,,,,,,D0233,Olathe,Rolling Ridge Elementary School,Public School,870,Johnson,Olathe,66061-3999,N,10/1/2018,19,NULL,468,224,43,3295,649,1717,2860,526,1212
,,,,,,,,,8,2018,,,,,13,13,,,,,,,,KS,132,10.153846154,2,0.153846154,KS@7776@D0229,201200000994,SY18-19,,22,0.044715447,,Public,,,,Cafeteria,,,D0229,Blue Valley,Prairie Star Middle School,Public School,7776,Johnson,Leawood,66224-9718,N,8/1/2018,13,Traditional,492,14,8,109,23,2157,0,2,7
,,,,,,,,,9,2018,,,,,19,19,,,,,,,,KS,15814,832.315789474,6442,339.052631579,KS@1834@D0259,201299000343,SY18-19,,955,0.847382431,,Public,,,,Cafeteria,,,D0259,Wichita,Truesdell Middle School,Public School,1834,Sedgwick,Wichita,67217-1898,N,9/1/2018,19,Traditional,1127,833,122,13864,1950,1702,5913,529,360
,,,,,,,,,2,2019,,,,,16,16,,,,,,,,KS,1149,71.8125,233,14.5625,KS@6070@D0419,200444001004,SY18-19,,86,0.464864865,,Public,,,,Cafeteria,,,D0419,Canton-Galva,Galva Elementary School,Public School,6070,McPherson,Galva,67443-0096,N,2/1/2019,16,Traditional,185,68,18,890,259,1032,128,105,183
,,,,,,,,,2,2019,,,,,18,18,,,,,,,,KS,1703,94.611111111,1215,67.5,KS@4158@D0349,201197000707,SY18-19,,138,0.660287081,,Public,,,,Second Chance,,,D0349,Stafford,Stafford Elementary School,Public School,4158,Stafford,Stafford,67578-0400,N,2/1/2019,18,"Traditional Second Chance,",209,108,30,1318,385,895,974,241,350
,,,,,,,,,11,2018,,,,,17,17,,,,,,,,KS,3869,227.588235294,2441,143.588235294,KS@8472@D0501,201226001451,SY18-19,,2549,0.882527372,,Public,,,,Cafeteria,,,D0501,Topeka Public Schools,Lowman Hill Elementary School,Public School,8472,Shawnee,Topeka,66604-1311,Y,11/1/2018,17,Traditional,2888,2549,0,3869,0,515,2441,0,325
,,,,,,,,,5,2019,,,,,11,11,,,,,,,,KS,443,40.272727273,0,0,KS@2068@D0267,201108000389,SY18-19,,59,0.163888889,,Public,,,,,,,D0267,Renwick,Garden Plain Elementary School,Public School,2068,Sedgwick,Garden Plain,67050,N,5/1/2019,11,NULL,360,39,20,307,136,2111,0,0,0
,,,,,,,,,2,2019,,,,,28,28,,,,,,,,KS,411,14.678571429,411,14.678571429,KS@9452@X0910,,SY18-19,,48,1,,Other,,,,Cafeteria,,,X0910,Wyandotte Co. Juvenile Detention Center,Wyandotte County Juvenile Detention Center,State Residential Child Care Institution,9452,Wyandotte,Kansas City,66101,N,2/1/2019,28,Traditional,48,48,0,411,0,0,411,0,0
,,,,,,,,,3,2019,,,,,14,14,,,,,,,,KS,6040,431.428571429,2361,168.642857143,KS@164@D0202,201236000022,SY18-19,,505,0.780525502,,Public,,,,Cafeteria,,,D0202,Turner,Turner  Elementary School,Public School,164,Wyandotte,Kansas City,66106,N,3/1/2019,14,Traditional,647,421,84,5042,998,1016,2019,342,267
,,,,,,,,,8,2018,,,,,11,11,,,,,,,,KS,365,33.181818182,0,0,KS@882@X0849,,SY18-19,,56,0.32,,Nonpublic,,,,,,,X0849,St Paul,St. Paul's Elementary School,Private School,882,Johnson,Olathe,66061,N,8/1/2018,11,NULL,175,41,15,259,106,339,0,0,0
,,,,,,,,,5,2019,,,,,17,17,,,,,,,,KS,869,51.117647059,24,1.411764706,KS@782@D0229,201200001657,SY18-19,,64,0.149532710,,Public,,,,Cafeteria,,,D0229,Blue Valley,Oak Hill Elementary School,Public School,782,Johnson,Overland Park,66213-1875,N,5/1/2019,17,Traditional,428,46,18,625,244,3563,24,0,80
,,,,,,,,,10,2018,,,,,22,22,,,,,,,,KS,1828,83.090909091,962,43.727272727,KS@7270@D0463,201239001202,SY18-19,,130,0.350404313,,Public,,,,Cafeteria,,,D0463,Udall,Udall Elementary School,Public School,7270,Cowley,Udall,67146,N,10/1/2018,22,Traditional,371,107,23,1525,303,2037,874,88,465
,,,,,,,,,3,2019,,,,,15,15,,,,,,,,KS,6385,425.666666667,3776,251.733333333,KS@8513@D0501,201226001116,SY18-19,,481,0.909026196,,Public,,,,Cafeteria,,,D0501,Topeka Public Schools,Williams Science & Fine Arts Magnet School,Public School,8513,Shawnee,Topeka,66612-1161,Y,3/1/2019,15,Traditional,529,481,0,6385,0,639,3776,0,378
,,,,,,,,,5,2019,,,,,10,10,,,,,,,,KS,380,38,248,24.8,KS@404@D0212,200327000061,SY18-19,,61,0.603960396,,Public,,,,Cafeteria,,,D0212,Northern Valley,Almena Elem,Public School,404,Norton,Almena,67622,N,5/1/2019,10,Traditional,101,48,13,282,98,227,184,64,90
,,,,,,,,,10,2018,,,,,20,20,,,,,,,,KS,1659,82.95,612,30.6,KS@4678@D0416,,SY18-19,,102,0.236111111,,Public,,,,Cafeteria,,,D0416,Louisburg,Louisburg Middle School,Public School,4678,Miami,Louisburg,66053,N,10/1/2018,20,Traditional,432,72,30,1190,469,3605,474,138,459
,,,,,,,,,8,2018,,,,,8,8,,,,,,,,KS,624,78,213,26.625,KS@1012@D0237,200000700156,SY18-19,,122,0.508333333,,Public,,,,Cafeteria,,,D0237,Smith Center,Smith Center Jr Sr High,Public School,1012,Smith,Smith Center,66967-0329,N,8/1/2018,8,Traditional,240,83,39,457,167,762,176,37,54
,,,,,,,,,10,2018,,,,,19,19,,,,,,,,KS,281,14.789473684,0,0,KS@8570@X0783,,SY18-19,,21,0.238636364,,Nonpublic,,,,,,,X0783,Topeka Lutheran School,Topeka Lutheran School,Private School,8570,Shawnee,Topeka,66606,N,10/1/2018,19,NULL,88,9,12,141,140,315,0,0,0
,,,,,,,,,8,2018,,,,,13,13,,,,,,,,KS,96,7.384615385,0,0,KS@841@D0232,200549001758,SY18-19,,14,0.025500911,,Public,,,,Cafeteria,,,D0232,DeSoto,Prairie Ridge Elementary,Public School,841,Johnson,Shawnee,66226,N,8/1/2018,13,Traditional,549,4,10,31,65,4005,0,0,127
,,,,,,,,,4,2019,,,,,19,19,,,,,,,,KS,561,29.526315789,87,4.578947368,KS@2712@D0293,201095000473,SY18-19,,35,0.3125,,Public,,,,Cafeteria,,,D0293,Quinter Public Schools,Quinter High School,Public School,2712,Gove,Quinter,67752-0459,N,4/1/2019,19,Traditional,112,23,12,381,180,1057,63,24,113
,,,,,,,,,2,2019,,,,,15,15,,,,,,,,KS,2320,154.666666667,977,65.133333333,KS@152@D0202,,SY18-19,,187,0.656140351,,Public,,,,Cafeteria,,,D0202,Turner,Junction Elementary School,Public School,152,Wyandotte,Kansas City,66106,N,2/1/2019,15,Traditional,285,157,30,1940,380,721,771,206,259
,,,,,,,,,9,2018,,,,,19,19,,,,,,,,KS,2393,125.947368421,1130,59.473684211,KS@7298@D0464,201221001205,SY18-19,,179,0.267563528,,Public,,,,Second Chance,,,D0464,Tonganoxie,Tonganoxie High School,Public School,7298,Leavenworth,Tonganoxie,66086-0179,N,9/1/2018,19,"Traditional Second Chance,",669,123,56,1674,719,4593,902,228,761
,,,,,,,,,9,2018,,,,,18,18,,,,,,,,KS,4748,263.777777778,2037,113.166666667,KS@180@D0233,,SY18-19,,382,0.284014870,,Public,,,,Other,,,D0233,Olathe,Olathe West High School,Public School,180,Johnson,Olathe,66061,N,9/1/2018,18,"Traditional Kiosk, Second Chance,",1345,285,97,3715,1033,5313,1750,287,570
,,,,,,,,,11,2018,,,,,18,18,,,,,,,,KS,225,12.5,65,3.611111111,KS@937@D0229,,SY18-19,,27,0.077586207,,Public,,,,Cafeteria,,,D0229,Blue Valley,Wolf Springs Elementary,Public School,937,Johnson,Overland Park,66013,N,11/1/2018,18,Traditional,348,15,12,138,87,3254,40,25,207
,,,,,,,,,2,2019,,,,,16,16,,,,,,,,KS,609,38.0625,201,12.5625,KS@3294@D0315,200501000573,SY18-19,,72,0.236065574,,Public,,,,Cafeteria,,,D0315,Colby Public Schools,Colby Senior High School,Public School,3294,Thomas,Colby,67701-3721,N,2/1/2019,16,Traditional,305,50,22,439,170,723,148,53,78
,,,,,,,,,10,2018,,,,,19,19,,,,,,,,KS,2420,127.368421053,810,42.631578947,KS@5134@D0383,,SY18-19,,176,0.396396396,,Public,,,,Cafeteria,,,D0383,Manhattan,Manhattan High School - East Campus,Public School,5134,Riley,Manhattan,66502,N,10/1/2018,19,Traditional,444,128,48,1769,651,1487,680,130,169
,,,,,,,,,2,2019,,,,,16,16,,,,,,,,KS,1182,73.875,787,49.1875,KS@4889@D0377,200570001962,SY18-19,,96,0.369230769,,Public,,,,Other,,,D0377,Atchison Co Comm Schools,Atchison Co Comm Elementary School,Public School,4889,Atchison,Effingham,66023,N,2/1/2019,16,"Traditional Class,",260,66,30,818,364,1309,567,220,610
,,,,,,,,,1,2019,,,,,15,15,,,,,,,,KS,6511,434.066666667,3034,202.266666667,KS@7618@D0475,200789001266,SY18-19,,540,0.589519651,,Public,,,,Cafeteria,,,D0475,Geary County Schools,Junction City Middle School,Public School,7618,Geary,Junction City,66441,N,1/1/2019,15,Traditional,916,409,131,4997,1514,2482,2404,630,393
,,,,,,,,,4,2019,,,,,30,30,,,,,,,,KS,2347,78.233333333,2278,75.933333333,KS@4727@X0749,,SY18-19,,92,0.859813084,,Other,,,,Other,,,X0749,Lakemary Center,Lakemary Center,Private Residential Child Care Institution,4727,Miami,Paola,66071,N,4/1/2019,30,"Traditional Class,",107,88,4,2266,81,100,2201,77,99
,,,,,,,,,11,2018,,,,,18,18,,,,,,,,KS,3019,167.722222222,2063,114.611111111,KS@3116@D0308,200762000536,SY18-19,,196,0.810252281,,Public,,,,Other,,,D0308,Hutchinson,Mccandless Elementary School,Public School,3116,Reno,Hutchinson,67501,Y,11/1/2018,18,"Traditional Class,",242,196,0,3019,0,707,2063,0,483
,,,,,,,,,3,2019,,,,,18,18,,,,,,,,KS,319,17.722222222,202,11.222222222,KS@4028@D0343,,SY18-19,,39,0.361111111,,Public,,,,Cafeteria,,,D0343,Perry,Perry Elementary,Public School,4028,Jefferson,Perry,66073,N,3/1/2019,18,Traditional,108,31,8,273,46,520,187,15,186
,,,,,,,,,1,2019,,,,,31,31,,,,,,,,KS,632,20.387096774,635,20.483870968,KS@9452@X0910,,SY18-19,,48,1,,Other,,,,Cafeteria,,,X0910,Wyandotte Co. Juvenile Detention Center,Wyandotte County Juvenile Detention Center,State Residential Child Care Institution,9452,Wyandotte,Kansas City,66101,N,1/1/2019,31,Traditional,48,48,0,632,0,0,635,0,0
,,,,,,,,,8,2018,,,,,16,16,,,,,,,,KS,4535,283.4375,4279,267.4375,KS@8305@D0500,200795001406,SY18-19,,338,0.898936170,,Public,,,,,,,D0500,Kansas City,Quindaro Elementary School,Public School,8305,Wyandotte,Kansas City,66104-3936,N,8/1/2018,16,NULL,376,338,0,4535,0,515,4279,0,486
,,,,,,,,,10,2018,,,,,20,20,,,,,,,,KS,4094,204.7,1340,67,KS@3132@D0308,,SY18-19,,237,0.669491525,,Public,,,,Cafeteria,,,D0308,Hutchinson,Hutchinson Middle School - 7,Public School,3132,Reno,Hutchinson,67501,N,10/1/2018,20,Traditional,354,181,56,3194,900,1717,1184,156,189
,,,,,,,,,11,2018,,,,,18,18,,,,,,,,KS,650,36.111111111,262,14.555555556,KS@5202@D0386,200909000862,SY18-19,,48,0.432432432,,Public,,,,Cafeteria,,,D0386,Madison-Virgil,Madison High School,Public School,5202,Greenwood,Madison,66860-0398,N,11/1/2018,18,Traditional,111,38,10,476,174,659,226,36,153
,,,,,,,,,12,2018,,,,,14,14,,,,,,,,KS,174,12.428571429,92,6.571428571,KS@3220@D0311,201092000556,SY18-19,,17,0.242857143,,Public,,,,Cafeteria,,,D0311,Pretty Prairie,Pretty Prairie High School,Public School,3220,Reno,Pretty Prairie,67570-0326,N,12/1/2018,14,Traditional,70,16,1,165,9,632,91,1,10
,,,,,,,,,5,2019,,,,,31,31,,,,,,,,KS,2290,73.870967742,2279,73.516129032,KS@4727@X0749,,SY18-19,,93,0.869158879,,Other,,,,Other,,,X0749,Lakemary Center,Lakemary Center,Private Residential Child Care Institution,4727,Miami,Paola,66071,N,5/1/2019,31,"Traditional Class,",107,89,4,2220,70,107,2215,64,92
,,,,,,,,,1,2019,,,,,16,16,,,,,,,,KS,889,55.5625,315,19.6875,KS@779@D0229,201200001685,SY18-19,,72,0.135084428,,Public,,,,Cafeteria,,,D0229,Blue Valley,Overland Trail Elementary School,Public School,779,Johnson,Overland Park,66209-3938,N,1/1/2019,16,Traditional,533,47,25,612,277,3164,213,102,209
,,,,,,,,,10,2018,,,,,19,19,,,,,,,,KS,2958,155.684210526,2922,153.789473684,KS@8288@D0500,200795001395,SY18-19,,179,0.899497487,,Public,,,,,,,D0500,Kansas City,Emerson Elementary School,Public School,8288,Wyandotte,Kansas City,66106-2132,N,10/1/2018,19,NULL,199,179,0,2958,0,336,2922,0,331
,,,,,,,,,9,2018,,,,,19,19,,,,,,,,KS,609,32.052631579,428,22.526315789,KS@6140@D0423,200978001011,SY18-19,,54,0.362416107,,Public,,,,Cafeteria,,,D0423,Moundridge,Moundridge Elementary School,Public School,6140,McPherson,Moundridge,67107-0583,N,9/1/2018,19,Traditional,149,36,18,457,152,639,359,69,196
,,,,,,,,,5,2019,,,,,14,14,,,,,,,,KS,1252,89.428571429,0,0,KS@1886@X0771,,SY18-19,,99,0.163907285,,Nonpublic,,,,,,,X0771,St Francis of Assisi Elementary,St. Francis of Assisi Elementary School,Private School,1886,Sedgwick,Wichita,67212,N,5/1/2019,14,NULL,604,65,34,814,438,4348,0,0,0
,,,,,,,,,1,2019,,,,,17,17,,,,,,,,KS,2734,160.823529412,1293,76.058823529,KS@3124@D0308,200762000539,SY18-19,,186,0.568807339,,Public,,,,Cafeteria,,,D0308,Hutchinson,Wiley Elementary School,Public School,3124,Reno,Hutchinson,67502,N,1/1/2019,17,Traditional,327,151,35,2230,504,1276,1108,185,120
,,,,,,,,,1,2019,,,,,15,15,,,,,,,,KS,863,57.533333333,691,46.066666667,KS@433@D0114,200035102005,SY18-19,,70,0.466666667,,Public,,,,Cafeteria,,,D0114,Riverside,Riverside Intermediate,Public School,433,Doniphan,Elwood,66024,N,1/1/2019,15,Traditional,150,58,12,724,139,546,567,124,391
,,,,,,,,,12,2018,,,,,14,14,,,,,,,,KS,826,59,640,45.714285714,KS@4970@D0379,200489000821,SY18-19,,64,0.367816092,,Public,,,,Second Chance,,,D0379,Clay Center,Garfield Elem,Public School,4970,Clay,Clay Center,67432-2500,N,12/1/2018,14,"Traditional Second Chance,",174,55,9,704,122,926,591,49,529
,,,,,,,,,8,2018,,,,,12,12,,,,,,,,KS,1312,109.333333333,336,28,KS@7299@D0464,201221001865,SY18-19,,132,0.285714286,,Public,,,,Cafeteria,,,D0464,Tonganoxie,Tonganoxie Middle School,Public School,7299,Leavenworth,Tonganoxie,66086,N,8/1/2018,12,Traditional,462,84,48,860,452,2435,208,128,142
,,,,,,,,,4,2019,,,,,21,21,,,,,,,,KS,216,10.285714286,0,0,KS@2787@D0233,201014001292,SY18-19,,12,0.018237082,,Public,,,,,,,D0233,Olathe,Cedar Creek Elementary School,Public School,2787,Johnson,Olathe,66061,N,4/1/2019,21,NULL,658,6,6,101,115,7737,0,0,0
,,,,,,,,,2,2019,,,,,17,17,,,,,,,,KS,5625,330.882352941,1623,95.470588235,KS@1314@D0250,201071001591,SY18-19,,474,0.642276423,,Public,,,,,,,D0250,Pittsburg Community Schools,Pittsburg Middle School,Public School,1314,Crawford,Pittsburg,66762-3095,N,2/1/2019,17,NULL,738,415,59,4924,701,1234,1046,577,3323
,,,,,,,,,12,2018,,,,,15,15,,,,,,,,KS,843,56.2,345,23,KS@3598@D0327,200587000611,SY18-19,,77,0.290566038,,Public,,,,Second Chance,,,D0327,Ellsworth,Ellsworth High,Public School,3598,Ellsworth,Ellsworth,67439,N,12/1/2018,15,"Traditional Second Chance,",265,57,20,647,196,1613,236,109,389
,,,,,,,,,12,2018,,,,,13,13,,,,,,,,KS,2576,198.153846154,1118,86,KS@8022@D0491,200609001964,SY18-19,,258,0.313487242,,Public,,,,Cafeteria,,,D0491,Eudora,Eudora Elementary School,Public School,8022,Douglas,Eudora,66025,N,12/1/2018,13,Traditional,823,180,78,1799,777,4296,879,239,442
,,,,,,,,,3,2019,,,,,15,15,,,,,,,,KS,2343,156.2,846,56.4,KS@837@D0232,200549001462,SY18-19,,201,0.430406852,,Public,,,,Cafeteria,,,D0232,DeSoto,Starside Elementary School,Public School,837,Johnson,De Soto,66018,N,3/1/2019,15,Traditional,467,158,43,1819,524,2162,640,206,233
,,,,,,,,,4,2019,,,,,21,21,,,,,,,,KS,601,28.619047619,343,16.333333333,KS@8804@D0512,,SY18-19,,74,0.411111111,,Public,,,,Cafeteria,,,D0512,Shawnee Mission,Horizons High School (AEP),Public School,8804,Johnson,Shawnee Mission,66202-3231,N,4/1/2019,21,Traditional,180,61,13,468,133,423,279,64,122
,,,,,,,,,3,2019,,,,,14,14,,,,,,,,KS,481,34.357142857,202,14.428571429,KS@3600@D0327,200587000612,SY18-19,,40,0.370370370,,Public,,,,Cafeteria,,,D0327,Ellsworth,Kanopolis Middle,Public School,3600,Ellsworth,Kanopolis,67454,N,3/1/2019,14,Traditional,108,24,16,306,175,540,169,33,79
,,,,,,,,,4,2019,,,,,20,20,,,,,,,,KS,855,42.75,811,40.55,KS@7546@D0473,200462001250,SY18-19,,47,0.643835616,,Public,,,,Cafeteria,,,D0473,Chapman,Enterprise Elem,Public School,7546,Dickinson,Enterprise,67441-0247,N,4/1/2019,20,Traditional,73,35,12,651,204,436,649,162,459
,,,,,,,,,9,2018,,,,,19,19,,,,,,,,KS,6240,328.421052632,2106,110.842105263,KS@1694@D0259,201299000284,SY18-19,,374,0.937343358,,Public,,,,Cafeteria,,,D0259,Wichita,Irving Elementary,Public School,1694,Sedgwick,Wichita,67214-1098,N,9/1/2018,19,Traditional,399,345,29,5778,462,129,2065,41,15
,,,,,,,,,4,2019,,,,,20,20,,,,,,,,KS,1080,54,440,22,KS@6118@D0422,200672001009,SY18-19,,73,0.345971564,,Public,,,,Cafeteria,,,D0422,Greensburg,Kiowa County Elementary/Jr High School,Public School,6118,Kiowa,Greensburg,67054-1940,N,4/1/2019,20,Traditional,211,50,23,732,348,1691,350,90,119
,,,,,,,,,5,2019,,,,,16,16,,,,,,,,KS,1741,108.8125,1070,66.875,KS@6528@D0437,200320001071,SY18-19,,144,0.280155642,,Public,,,,Cafeteria,,,D0437,Auburn Washburn,Wanamaker Elementary School,Public School,6528,Shawnee,Topeka,66615-3800,N,5/1/2019,16,Traditional,514,119,25,1485,256,3095,935,135,1098
,,,,,,,,,4,2019,,,,,19,19,,,,,,,,KS,754,39.684210526,0,0,KS@6856@X0806,,SY18-19,,48,0.5,,Nonpublic,,,,,,,X0806,Independence Bible School,Independence Bible Elementary School,Private School,6856,Montgomery,Independence,67301,N,4/1/2019,19,NULL,96,38,10,598,156,246,0,0,0
,,,,,,,,,3,2019,,,,,0,0,,,,,,,,KS,0,,0,,KS@3793@D0333,200510000643,SY18-19,,0,,,Public,,,,,,,D0333,Concordia,USD 333 Community Service Center,Public School,3793,Cloud,Concordia,66901-2908,N,3/1/2019,0,NULL,0,0,0,0,0,0,0,0,0
,,,,,,,,,4,2019,,,,,21,21,,,,,,,,KS,5486,261.238095238,6018,286.571428571,KS@8305@D0500,200795001406,SY18-19,,322,0.896935933,,Public,,,,,,,D0500,Kansas City,Quindaro Elementary School,Public School,8305,Wyandotte,Kansas City,66104-3936,N,4/1/2019,21,NULL,359,322,0,5486,0,622,6018,0,683
,,,,,,,,,11,2018,,,,,17,17,,,,,,,,KS,1437,84.529411765,770,45.294117647,KS@6652@D0115,,SY18-19,,115,0.303430079,,Public,,,,Cafeteria,,,D0115,Nemaha Central,Nemaha Valley Elementary and Middle School,Public School,6652,Nemaha,Seneca,66538,N,11/1/2018,17,Traditional,379,91,24,1188,249,3760,702,68,113
